Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
High,0.0100,4.91,0.50,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Ghaziabad,North,India,04-04-2010,06-04-2010,112.06,47,228.46
High,0.0900,4.00,1.30,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,04-04-2010,06-04-2010,16.79,19,77.61
Low,0.0001,35.99,0.99,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Pack,Madhya Pradesh,Rewa,West,India,04-04-2010,11-04-2010,840.05,46,1477.57
High,0.0100,4.91,0.50,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Kerala,Pathanamthitta,South,India,04-04-2010,06-04-2010,40.25,12,58.33
High,0.0900,4.00,1.30,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,Kerala,Pathanamthitta,South,India,04-04-2010,06-04-2010,14.09,5,20.42
High,0.1000,36.55,13.89,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,West Bengal,Bankura,East,India,05-04-2010,07-04-2010,-89.57,11,379.72
High,0.0100,13.43,5.50,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Kerala,Trivandrum,South,India,06-04-2010,13-04-2010,-313.02,7,99.75
High,0.0600,89.83,35.00,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Large Box,Bihar,Sitamarhi,North,India,06-04-2010,08-04-2010,31.11,4,366.26
High,0.1000,13.43,5.50,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Bihar,Sitamarhi,North,India,06-04-2010,08-04-2010,358.30,12,157.99
High,0.0100,125.99,7.69,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Bihar,Sitamarhi,North,India,06-04-2010,06-04-2010,8.32,11,1212.88
High,0.0200,5.58,5.30,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,Bihar,Jhanjharpur,North,India,07-04-2010,12-04-2010,-29.90,11,68.46
Low,0.0300,40.89,18.98,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Bihar,Jhanjharpur,North,India,07-04-2010,14-04-2010,52.92,21,885.23
Low,0.1000,40.48,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Ghaziabad,North,India,07-04-2010,09-04-2010,-580.32,36,1423.35
Medium,0.0001,65.99,5.26,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Maharashtra,Ramtek,West,India,07-04-2010,08-04-2010,370.00,9,536.23
High,0.0200,178.47,19.99,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,West Bengal,Medinipur,East,India,07-04-2010,08-04-2010,106.98,1,193.81
Low,0.0700,2.12,1.99,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Ghaziabad,North,India,09-04-2010,11-04-2010,-55.84,46,99.94
High,0.0300,4.48,49.00,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Large Box,Andhra Pradesh,Guntur,South,India,09-04-2010,11-04-2010,64.27,2,21.46
High,0.0600,350.99,39.00,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Andhra Pradesh,Guntur,South,India,09-04-2010,11-04-2010,-302.62,10,3506.78
High,0.0900,40.98,6.50,Express Air,Personel Usage,Canned Foods,Assorted Fruits,Small Box,Andhra Pradesh,Guntur,South,India,09-04-2010,11-04-2010,5.69,7,267.69
High,0.0900,349.45,60.00,Delivery Truck,Personel Usage,Preserved Food,Jams,Jumbo Drum,Andhra Pradesh,Guntur,South,India,09-04-2010,10-04-2010,-369.11,7,2307.26
High,0.0800,11.70,6.96,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Medium Box,Maharashtra,Akola,West,India,10-04-2010,13-04-2010,28.57,8,87.80
High,0.0300,15.99,11.28,Regular Air,Restaurant Chain,Canned Foods,Sliced Pineapple,Medium Box,Madhya Pradesh,Ratlam,West,India,10-04-2010,11-04-2010,-53.30,2,35.48
High,0.0500,35.51,6.31,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Tamil Nadu,Tenkasi,South,India,12-04-2010,14-04-2010,6.11,2,73.10
High,0.1000,8.34,2.64,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,Tamil Nadu,Thanjavur,South,India,12-04-2010,12-04-2010,-6.34,6,47.95
High,0.0300,8.04,8.94,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Tamil Nadu,Theni,South,India,12-04-2010,14-04-2010,-160.28,9,76.77
High,0.0800,7.28,11.15,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Kanniyakumari,South,India,13-04-2010,14-04-2010,-44.42,1,14.66
Critical,0.1000,226.67,28.16,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Assam,Silchar,East,India,15-04-2010,17-04-2010,-390.77,5,1088.26
High,0.0100,125.99,8.99,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Madhya Pradesh,Jabalpur,West,India,16-04-2010,18-04-2010,-45.47,9,1011.44
High,0.0001,2.78,1.49,Express Air,Personel Usage,Processed Meat,Bacon,Small Box,Tamil Nadu,Tenkasi,South,India,16-04-2010,17-04-2010,20.64,9,29.92
High,0.0200,419.19,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Andhra Pradesh,Ongole,South,India,17-04-2010,17-04-2010,-39.61,10,4354.55
Medium,0.1000,300.97,7.18,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Jharkhand,Giridih,North,India,18-04-2010,19-04-2010,138.02,4,1094.33
Medium,0.0600,39.89,3.04,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Wrap Bag,Maharashtra,Satara,West,India,18-04-2010,20-04-2010,38.87,10,389.97
Critical,0.0200,130.98,30.00,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Maharashtra,Solapur,West,India,18-04-2010,19-04-2010,90.76,6,793.39
Low,0.0100,79.52,48.20,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Medium Box,Kerala,Trivandrum,South,India,19-04-2010,26-04-2010,-40.68,8,667.84
High,0.1000,19.98,5.77,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Gujarat,Bantva,West,India,20-04-2010,20-04-2010,35.09,3,57.41
High,0.0500,30.98,9.18,Express Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Rewa,West,India,21-04-2010,21-04-2010,61.47,12,382.29
High,0.0500,22.99,8.99,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Small Pack,Madhya Pradesh,Rewa,West,India,21-04-2010,28-04-2010,18.27,37,881.74
Low,0.0400,212.60,110.20,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Rewa,West,India,21-04-2010,25-04-2010,-513.79,33,7384.18
High,0.0500,363.25,19.99,Express Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Karnataka,Koppal,South,India,21-04-2010,21-04-2010,-269.76,5,1867.04
High,0.0400,15.42,10.68,Express Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Telangana,Mahbubnagar,South,India,22-04-2010,23-04-2010,-109.70,5,81.14
High,0.0200,4.57,5.42,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Meghalaya,Tura,East,India,22-04-2010,26-04-2010,-352.81,11,54.04
High,0.0300,5.28,5.61,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Rewa,West,India,23-04-2010,24-04-2010,-16.67,5,32.50
High,0.0800,2.89,0.49,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Orissa,Bhubaneshwar,East,India,23-04-2010,23-04-2010,38.41,1,3.07
High,0.0300,5.28,5.61,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Etawah,North,India,23-04-2010,24-04-2010,-16.67,1,6.50
Low,0.0300,35.41,1.99,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,Assam,Silchar,East,India,24-04-2010,26-04-2010,1912.42,10,367.52
High,0.0001,142.86,19.99,Regular Air,Stand Alone Restaurants,Processed Meat,Fresh Water Eel,Small Box,Assam,Silchar,East,India,24-04-2010,03-05-2010,-739.33,11,1576.35
High,0.0600,4.28,0.94,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,26-04-2010,28-04-2010,0.37,9,38.96
High,0.0400,419.19,19.99,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Rewa,West,India,26-04-2010,27-04-2010,1947.67,20,8048.45
Low,0.0900,300.97,7.18,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Uttar Pradesh,Firozabad,North,India,27-04-2010,27-04-2010,17.77,10,2848.38
Medium,0.0800,125.99,7.69,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Salem,South,India,29-04-2010,30-04-2010,374.63,7,710.36
Critical,0.0600,65.99,8.80,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,30-04-2010,01-05-2010,288.09,34,1912.98
Critical,0.0001,195.99,4.20,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,30-04-2010,02-05-2010,1030.51,24,4170.87
High,0.0200,21.98,2.87,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Orissa,Cuttack,East,India,30-04-2010,02-05-2010,165.63,11,240.05
Critical,0.0600,65.99,8.80,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Deoria,North,India,30-04-2010,01-05-2010,288.09,9,506.38
Critical,0.0001,195.99,4.20,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Deoria,North,India,30-04-2010,02-05-2010,719.48,6,1042.72
High,0.0600,4.98,7.44,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Katihar,North,India,01-05-2010,02-05-2010,-37.56,10,53.21
High,0.0100,6.48,7.37,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Bihar,Katihar,North,India,01-05-2010,03-05-2010,-449.69,18,122.80
High,0.0100,11.70,5.63,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Bareilly,North,India,01-05-2010,03-05-2010,39.21,16,196.69
High,0.0300,4.55,1.49,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Bareilly,North,India,01-05-2010,01-05-2010,100.38,9,40.28
High,0.0800,4.00,1.30,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Andhra Pradesh,Nellore,South,India,02-05-2010,04-05-2010,28.40,14,51.99
Critical,0.0600,276.20,24.49,Regular Air,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Large Box,Maharashtra,Hingoli,West,India,04-05-2010,05-05-2010,2639.47,14,3825.32
Critical,0.0900,6.28,5.29,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Maharashtra,Hingoli,West,India,04-05-2010,04-05-2010,-5.20,1,8.53
High,0.0500,178.47,19.99,Express Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Orissa,Koraput,East,India,04-05-2010,07-05-2010,943.00,9,1531.31
High,0.0700,5.34,5.63,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Surendranagar,West,India,04-05-2010,06-05-2010,-116.35,13,66.65
Medium,0.0300,160.98,30.00,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Gujarat,Surendranagar,West,India,04-05-2010,05-05-2010,1304.90,18,2934.16
Medium,0.0400,65.99,5.63,Express Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Gujarat,Surendranagar,West,India,04-05-2010,04-05-2010,605.05,15,876.88
High,0.0700,2.78,1.49,Regular Air,Stand Alone Restaurants,Processed Meat,Bacon,Small Box,Uttar Pradesh,Hardoi,North,India,07-05-2010,08-05-2010,-340.53,17,47.12
Medium,0.0100,16.48,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Jharkhand,Giridih,North,India,07-05-2010,08-05-2010,739.67,7,122.93
High,0.0700,4.76,0.88,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Madhya Pradesh,Shahdol,West,India,07-05-2010,09-05-2010,33.35,10,48.33
High,0.0800,6.48,8.40,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Rae Bareli,North,India,07-05-2010,07-05-2010,58.81,7,45.00
Not Specified,0.0300,29.34,7.87,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Satna,West,India,08-05-2010,10-05-2010,-41.32,1,32.40
High,0.0500,6.48,8.73,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Bihar,Jhanjharpur,North,India,09-05-2010,09-05-2010,-160.38,35,232.50
High,0.0500,6.48,2.74,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Andhra Pradesh,Narasaraopet,South,India,09-05-2010,09-05-2010,15.10,15,94.27
High,0.0900,12.53,0.50,Regular Air,Hotels / Hospitals,Processed Meat,Oysters (Clam),Small Box,Andhra Pradesh,Narasaraopet,South,India,09-05-2010,10-05-2010,14.91,7,82.21
High,0.0800,65.99,8.99,Express Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Andhra Pradesh,Narasaraopet,South,India,09-05-2010,11-05-2010,-135.23,8,417.47
High,0.0100,15.67,1.39,Express Air,Personel Usage,Processed Meat,Caviar,Small Box,Tamil Nadu,Vellore,South,India,11-05-2010,11-05-2010,-273.98,11,188.09
Not Specified,0.0800,128.24,12.65,Regular Air,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Medium Box,Assam,Tezpur,East,India,12-05-2010,13-05-2010,-379.34,3,366.44
Not Specified,0.0400,5.98,4.38,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Assam,Tezpur,East,India,12-05-2010,14-05-2010,-1522.30,11,69.75
High,0.0800,2.62,0.80,Express Air,Stand Alone Restaurants,Processed Meat,Tuna,Wrap Bag,Maharashtra,Kalyan,West,India,13-05-2010,15-05-2010,21.77,12,31.55
High,0.0001,5.28,5.61,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Sambhal,North,India,14-05-2010,14-05-2010,-149.21,15,85.26
Medium,0.0600,8.32,2.38,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Ghaziabad,North,India,15-05-2010,17-05-2010,-36.63,12,101.26
High,0.0800,2.94,0.96,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,15-05-2010,17-05-2010,-2.12,6,17.40
High,0.0100,30.98,6.50,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Jharkhand,Jamshedpur,North,India,15-05-2010,16-05-2010,46.29,11,363.37
High,0.0100,40.99,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Jharkhand,Jamshedpur,North,India,15-05-2010,18-05-2010,177.79,11,480.75
High,0.0900,5.40,7.78,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Gujarat,Bhavnagar,West,India,16-05-2010,17-05-2010,-136.25,9,49.24
High,0.0001,14.42,6.75,Express Air,Stand Alone Restaurants,Processed Meat,Jelly Fish,Medium Box,West Bengal,Serampore,East,India,16-05-2010,17-05-2010,9.33,6,98.96
High,0.0700,19.84,4.10,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,West Bengal,Bangaon,East,India,17-05-2010,18-05-2010,117.85,9,170.80
Not Specified,0.0100,65.99,8.99,Express Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Small Box,Tamil Nadu,Tenkasi,South,India,20-05-2010,21-05-2010,396.97,14,782.00
High,0.0100,5.94,9.92,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Tamil Nadu,Tiruvallur,South,India,20-05-2010,23-05-2010,-239.32,12,74.77
High,0.0001,6.48,5.11,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Tiruvallur,South,India,20-05-2010,22-05-2010,-33.31,18,127.81
High,0.0900,5.84,0.83,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,West Bengal,Bishnupur,East,India,21-05-2010,25-05-2010,-2.87,1,5.90
Not Specified,0.0700,12.99,9.44,Regular Air,Stand Alone Restaurants,Canned Foods,Sliced Pineapple,Medium Box,Maharashtra,Nagpur,West,India,21-05-2010,23-05-2010,-114.64,18,231.79
Medium,0.0100,115.99,56.14,Delivery Truck,Restaurant Chain,Canned Foods,Sliced Pineapple,Jumbo Drum,Andhra Pradesh,Srikakulam,South,India,22-05-2010,23-05-2010,-164.40,5,604.35
Critical,0.1000,130.98,30.00,Delivery Truck,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Bhind,West,India,22-05-2010,24-05-2010,-592.43,18,2259.99
Not Specified,0.0900,77.51,4.00,Express Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Punjab,Amritsar,West,India,23-05-2010,25-05-2010,-986.52,17,1300.54
High,0.0001,2.88,0.70,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Punjab,Amritsar,West,India,23-05-2010,25-05-2010,-141.67,13,38.06
Medium,0.1000,218.08,18.06,Express Air,Personel Usage,Preserved Food,Sundried Tomatoes,Large Box,Uttar Pradesh,Jaunpur,North,India,24-05-2010,25-05-2010,1318.83,12,2366.51
High,0.0600,47.90,5.86,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Andhra Pradesh,Vijayawada,South,India,25-05-2010,27-05-2010,21.78,2,94.20
High,0.0300,5.44,7.46,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Muzaffarnagar,North,India,25-05-2010,27-05-2010,-51.70,4,26.31
High,0.0800,26.38,5.58,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Muzaffarnagar,North,India,25-05-2010,26-05-2010,144.75,8,209.78
Not Specified,0.0600,20.99,2.50,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Wrap Bag,Uttar Pradesh,Muzaffarnagar,North,India,25-05-2010,27-05-2010,-112.19,1,17.83
High,0.0400,37.70,2.99,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Madhya Pradesh,Ratlam,West,India,27-05-2010,28-05-2010,299.67,12,434.31
Critical,0.0100,55.99,5.00,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Pack,Madhya Pradesh,Sagar,West,India,27-05-2010,28-05-2010,-235.90,1,51.83
High,0.0300,17.70,9.47,Regular Air,Personel Usage,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Agra,North,India,28-05-2010,30-05-2010,28.18,11,201.77
High,0.0200,6.48,7.91,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Telangana,Nalgonda,South,India,29-05-2010,31-05-2010,-1191.53,2,16.50
High,0.0100,23.99,6.30,Regular Air,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Medium Box,Orissa,Bargarh,East,India,29-05-2010,31-05-2010,-6.20,11,284.39
High,0.0400,3.68,1.32,Regular Air,Hotels / Hospitals,Processed Meat,Pacific Squid,Wrap Bag,Gujarat,Porbandar,West,India,01-06-2010,02-06-2010,300.93,11,41.29
Low,0.0800,259.71,66.67,Delivery Truck,Stand Alone Restaurants,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Balaghat,West,India,03-06-2010,07-06-2010,138.22,17,4086.50
High,0.0900,2.61,0.50,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Maharashtra,Kalyan,West,India,03-06-2010,05-06-2010,29.38,17,42.58
Not Specified,0.0100,145.98,46.20,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,West Bengal,Asansol,East,India,03-06-2010,03-06-2010,-134.51,9,1370.79
High,0.0500,161.55,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,West Bengal,Balurghat,East,India,03-06-2010,08-06-2010,1892.42,19,3127.69
Low,0.0600,115.99,5.92,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Chhattisgarh,Mahasamund,North,India,04-06-2010,06-06-2010,-13.07,5,495.82
High,0.0900,363.25,19.99,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Bihar,Jhanjharpur,North,India,05-06-2010,06-06-2010,732.27,21,7497.05
High,0.0200,6.47,1.22,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,06-06-2010,07-06-2010,40.20,30,193.95
High,0.0700,2.84,0.93,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,06-06-2010,08-06-2010,3.21,59,158.80
High,0.0600,44.01,3.50,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Uttar Pradesh,Mathura,North,India,07-06-2010,08-06-2010,-21.23,1,46.94
Low,0.0500,100.97,7.18,Express Air,Personel Usage,Canned Foods,Assorted Fruits,Small Box,Assam,Abhayapuri,East,India,08-06-2010,08-06-2010,881.47,13,1277.49
High,0.0500,8.85,5.60,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,10-06-2010,11-06-2010,-9.18,21,199.08
High,0.0001,55.48,14.30,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Aonla,North,India,12-06-2010,14-06-2010,454.45,11,658.62
High,0.0700,177.98,0.99,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Gujarat,Valsad,West,India,13-06-2010,13-06-2010,-191.55,3,536.29
Critical,0.0200,209.84,21.21,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Large Box,Madhya Pradesh,Rewa,West,India,14-06-2010,14-06-2010,2593.14,62,13546.94
Critical,0.0100,194.30,11.54,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Large Box,Madhya Pradesh,Rewa,West,India,14-06-2010,16-06-2010,1162.76,32,6401.65
High,0.0300,4.24,5.41,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Haryana,Karnal,North,India,15-06-2010,17-06-2010,-84.44,13,58.68
High,0.0400,2.94,0.70,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Haryana,Karnal,North,India,15-06-2010,16-06-2010,24.31,18,53.10
Not Specified,0.0900,7.38,5.21,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Hoshangabad,West,India,17-06-2010,18-06-2010,-27.16,9,66.55
High,0.0400,5.98,5.15,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Hoshangabad,West,India,17-06-2010,18-06-2010,-52.34,17,103.49
High,0.0400,15.42,10.68,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Hoshangabad,West,India,17-06-2010,18-06-2010,-119.94,12,192.18
High,0.0001,8.74,8.29,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Chhattisgarh,Durg,North,India,24-06-2010,26-06-2010,-79.40,14,131.62
Low,0.0900,20.99,2.50,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Wrap Bag,Telangana,Karimnagar,South,India,24-06-2010,01-07-2010,-136.12,6,100.11
High,0.0001,17.52,8.17,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Medium Box,Bihar,Hajipur,North,India,28-06-2010,03-07-2010,52.76,15,284.34
High,0.0100,7.89,2.82,Regular Air,Personel Usage,Processed Meat,Tuna,Wrap Bag,Madhya Pradesh,Rewa,West,India,30-06-2010,01-07-2010,38.70,32,274.26
High,0.0900,3.68,1.32,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Wrap Bag,Madhya Pradesh,Rewa,West,India,30-06-2010,01-07-2010,-21.91,24,83.16
